Locus tag,in cgMLST ?,Length,EC number,KO number,Gene Name,Function,N_allele,CDS,Pseudogene,missing,% presence,% pseudogenes,,,,
CFSAN002050_RS25510,accessory_gene,648,,,,hypothetical protein,1,1,0,3143,0%,0%,,,,
CFSAN002050_RS25515,accessory_gene,393,,,,hypothetical protein,9,45,0,3099,1%,0%,,,,
CFSAN002050_RS25520,accessory_gene,342,,,,hypothetical protein,7,30,0,3114,1%,0%,,,,
CFSAN002050_RS25525,accessory_gene,192,,,,hypothetical protein,10,42,0,3102,1%,0%,,,,
CFSAN002050_RS25530,accessory_gene,282,,,,hypothetical protein,8,21,1,3122,1%,5%,,,,
CFSAN002050_RS25540,accessory_gene,1242,,,,tellurium resistance protein TerF,9,30,0,3114,1%,0%,,,,
CFSAN002050_RS25545,accessory_gene,576,,K05795,terD,tellurium resistance protein TerE,8,30,0,3114,1%,0%,,,,
CFSAN002050_RS25550,accessory_gene,579,,K05795,terD,chemical-damaging agent resistance protein C,9,30,0,3114,1%,0%,,,,
CFSAN002050_RS25555,accessory_gene,1041,,K05794,terC,tellurium resistance protein TerC,9,30,0,3114,1%,0%,,,,
CFSAN002050_RS25560,accessory_gene,456,,K05793,terB,Tellurite resistance protein TerB,6,29,0,3115,1%,0%,,,,
CFSAN002050_RS25565,accessory_gene,1158,,K05792,terA,tellurium resistance protein TerA,9,28,0,3116,1%,0%,,,,
CFSAN002050_RS25570,accessory_gene,582,,K05791,terZ,tellurium resistance protein TerZ,7,29,0,3115,1%,0%,,,,
CFSAN002050_RS25575,accessory_gene,1059,,,,carbamoyl-phosphate synthase large chain,11,28,1,3115,1%,3%,,,,
CFSAN002050_RS25580,accessory_gene,1143,,,,adenine/guanine phosphoribosyltransferase,8,29,0,3115,1%,0%,,,,
CFSAN002050_RS25585,accessory_gene,774,,,,hypothetical protein,10,28,1,3115,1%,3%,,,,
CFSAN002050_RS25590,accessory_gene,1080,,,,ATP-binding protein,9,29,0,3115,1%,0%,,,,
CFSAN002050_RS25595,accessory_gene,957,,,,ATP synthase,9,29,0,3115,1%,0%,,,,
CFSAN002050_RS25600,accessory_gene,1209,,,,hypothetical protein,9,29,0,3115,1%,0%,,,,
CFSAN002050_RS25605,accessory_gene,468,,,,tellurium resistance protein TerW,7,29,0,3115,1%,0%,,,,
CFSAN002050_RS25610,accessory_gene,639,,,,tellurium resistance protein TerY,8,29,0,3115,1%,0%,,,,
CFSAN002050_RS25615,accessory_gene,642,,,,TerX,3,29,0,3115,1%,0%,,,,
CFSAN002050_RS25620,accessory_gene,639,,,,TerY-2,6,29,0,3115,1%,0%,,,,
CFSAN002050_RS25625,accessory_gene,1041,,,,TerY3,7,29,0,3115,1%,0%,,,,
CFSAN002050_RS25630,accessory_gene,1638,,,,hypothetical protein,7,27,0,3117,1%,0%,,,,
CFSAN002050_RS25635,accessory_gene,1500,,,,kinase,9,28,0,3116,1%,0%,,,,
CFSAN002050_RS25640,accessory_gene,1083,,,,hypothetical protein,15,44,0,3100,1%,0%,,,,
CFSAN002050_RS25645,accessory_gene,213,,K05839,hha,transcriptional regulator,3,44,0,3100,1%,0%,,,,
CFSAN002050_RS25655,accessory_gene,345,,,,membrane protein,6,43,0,3101,1%,0%,,,,
CFSAN002050_RS25660,accessory_gene,906,,,,hypothetical protein,9,43,0,3101,1%,0%,,,,
CFSAN002050_RS25665,accessory_gene,963,,K10748,tus,DNA replication terminus site-binding protein,8,29,0,3115,1%,0%,,,,
CFSAN002050_RS25670,accessory_gene,384,,,,membrane protein,1,29,0,3115,1%,0%,,,,
CFSAN002050_RS25675,accessory_gene,537,,,,hypothetical protein,3,29,0,3115,1%,0%,,,,
CFSAN002050_RS25680,accessory_gene,258,,,,hypothetical protein,3,29,0,3115,1%,0%,,,,
CFSAN002050_RS25685,accessory_gene,591,,,,membrane protein,5,29,0,3115,1%,0%,,,,
CFSAN002050_RS25690,accessory_gene,276,,,,hypothetical protein,5,29,0,3115,1%,0%,,,,
CFSAN002050_RS25705,accessory_gene,738,,,,hypothetical protein,1,1,0,3143,0%,0%,,,,
CFSAN002069_RS00410,accessory_gene,417,,,,TnpA transposase,2,16,0,3128,1%,0%,,,,
CFSAN002069_RS20855,accessory_gene,1293,,K07798,cusB,metal RND transporter,25,186,2,2956,6%,1%,,,,
DET7_208,accessory_gene,0,,,,tailspike,0,0,0,3144,0%,0%,,,,
DT104_RS09610,accessory_gene,900,,,,regulator,2,36,0,3108,1%,0%,,,,
DT104_RS09620,accessory_gene,657,,,,phage SAM-dependent methyltransferase,1,34,0,3110,1%,0%,,,,
DT104_RS09625,accessory_gene,696,,,,phage inner membrane protein,2,34,0,3110,1%,0%,,,,
DT104_RS09750,accessory_gene,1422,,K06909,xtmB,"PBSX family phage terminase, large subunit",21,105,0,3039,3%,0%,,,,
DT104_RS09785,accessory_gene,207,,,,hypothetical protein,20,162,0,2982,5%,0%,,,,
DT104_RS09790,accessory_gene,930,,,,putative prophage protein,3,40,0,3104,1%,0%,,,,
DT104_RS09795,accessory_gene,531,,,,hypothetical protein,3,39,1,3104,1%,3%,,,,
DT104_RS09810,accessory_gene,195,,,,Phage protein,110,624,28,2492,21%,4%,,,,
DT104_RS19970,accessory_gene,1218,,,,integrase,2,39,0,3105,1%,0%,,,,
DT104_RS19975,accessory_gene,369,,,,transcriptional regulator,2,46,0,3098,1%,0%,,,,
DT104_RS19980,accessory_gene,954,,,,plasmid replication initiator protein,5,43,0,3101,1%,0%,,,,
DT104_RS19985,accessory_gene,246,,,,hypothetical protein,1,43,0,3101,1%,0%,,,,
DT104_RS19990,accessory_gene,2760,,K12058,traN,conjugal transfer mating pair stabilization protein TraN,6,40,0,3104,1%,0%,,,,
DT104_RS20000,accessory_gene,612,,,,S007,4,40,0,3104,1%,0%,,,,
DT104_RS20005,accessory_gene,222,,,,S008,2,40,0,3104,1%,0%,,,,
DT104_RS20010,accessory_gene,291,,,,S009,3,40,0,3104,1%,0%,,,,
DT104_RS20015,accessory_gene,255,,,,S010,2,43,0,3101,1%,0%,,,,
DT104_RS20020,accessory_gene,3405,,K12056,traG,conjugal transfer protein TraG,5,42,0,3102,1%,0%,,,,
DT104_RS20030,accessory_gene,858,,,,Putative uncharacterized protein,5,42,0,3102,1%,0%,,,,
DT104_RS20035,accessory_gene,396,,,,hypothetical protein,4,42,1,3101,1%,2%,,,,
DT104_RS20040,accessory_gene,270,,,,hypothetical protein,4,47,0,3097,1%,0%,,,,
DT104_RS20045,accessory_gene,186,,,,S016,4,43,0,3101,1%,0%,,,,
DT104_RS20050,accessory_gene,873,,,,integrase,4,45,0,3099,1%,0%,,,,
DT104_RS20060,accessory_gene,1926,,,,ATP-dependent endonuclease,7,45,0,3099,1%,0%,,,,
DT104_RS20065,accessory_gene,2544,,,,subtilisin-like peptidase,4,39,0,3105,1%,0%,,,,
DT104_RS20115,accessory_gene,1176,,K08151,tetA,tetracycline efflux MFS transporter Tet(G),1,29,0,3115,1%,0%,,,,
DT104_RS20135,accessory_gene,867,3.5.2.6,K18698,blaTEM,PSE family carbenicillin-hydrolyzing class A beta-lactamase,2,31,0,3113,1%,0%,,,,
DT104_RS20160,accessory_gene,630,,,,unknown,2,42,0,3102,1%,0%,,,,
EL48_RS06365,accessory_gene,246,,,,excisionase,8,74,0,3070,2%,0%,,,,
epsilon15p02,accessory_gene,1476,,,,terminase,66,98,0,3046,3%,0%,,,,
epsilon15p03,accessory_gene,207,,,,hypothetical protein,45,102,0,3042,3%,0%,,,,
epsilon15p07,accessory_gene,1008,,,,phage capsid protein,11,23,0,3121,1%,0%,,,,
epsilon15p08,accessory_gene,393,,,,hypothetical protein,10,23,0,3121,1%,0%,,,,
epsilon15p09,accessory_gene,285,,,,hypothetical protein,10,23,0,3121,1%,0%,,,,
epsilon15p10,accessory_gene,336,,,,hypothetical protein,10,23,0,3121,1%,0%,,,,
epsilon15p11,accessory_gene,606,,,,hypothetical protein,60,100,0,3044,3%,0%,,,,
epsilon15p12,accessory_gene,2478,,,,hypothetical protein,66,100,0,3044,3%,0%,,,,
epsilon15p14,accessory_gene,543,,,,hypothetical protein,58,97,1,3046,3%,1%,,,,
epsilon15p15,accessory_gene,2529,,,,Lytic transglycosylase%2C catalytic,22,26,0,3118,1%,0%,,,,
epsilon15p17,accessory_gene,2757,,,,structural protein,25,29,1,3114,1%,3%,,,,
epsilon15p18,accessory_gene,195,,,,hypothetical protein,6,18,0,3126,1%,0%,,,,
epsilon15p20,accessory_gene,3213,,,,tail fiber,7,13,0,3131,0%,0%,,,,
epsilon15p24,accessory_gene,309,,,,holin,47,120,0,3024,4%,0%,,,,
epsilon15p31,accessory_gene,300,,,,perC transcriptional activator family protein,48,100,0,3044,3%,0%,,,,
epsilon15p32,accessory_gene,117,,,,putative integral membrane protein,27,101,1,3042,3%,1%,,,,
epsilon15p33,accessory_gene,249,,K07733,alpA,transcriptional regulator,48,103,0,3041,3%,0%,,,,
epsilon15p35,accessory_gene,900,,,,endonuclease,5,10,0,3134,0%,0%,,,,
epsilon15p38,accessory_gene,597,,,,transcriptional regulator,53,109,0,3035,3%,0%,,,,
epsilon15p40,accessory_gene,204,,,,hypothetical protein,25,80,0,3064,3%,0%,,,,
epsilon15p43,accessory_gene,465,,,,crossover junction endodeoxyribonuclease,25,38,1,3105,1%,3%,,,,
epsilon15p48,accessory_gene,273,,,,hypothetical protein,12,65,0,3079,2%,0%,,,,
epsilon34_gp14,accessory_gene,324,,,,gulp%2C engulfment adaptor ptb domain containing 1,5,11,0,3133,0%,0%,,,,
epsilon34_gp15,accessory_gene,420,,,,hypothetical protein,17,57,0,3087,2%,0%,,,,
epsilon34_gp16,accessory_gene,252,,,,regulatory protein mnt,25,151,0,2993,5%,0%,,,,
epsilon34_gp17,accessory_gene,162,,,,transcriptional regulator,12,44,0,3100,1%,0%,,,,
epsilon34_gp18,accessory_gene,903,,,,antirepressor,58,97,1,3046,3%,1%,,,,
epsilon34_gp20,accessory_gene,1656,,,,GtrC; putative membrane protein,5,9,0,3135,0%,0%,,,,
epsilon34_gp22,accessory_gene,363,,,,bactoprenol-linked glucose translocase,11,19,0,3125,1%,0%,,,,
epsilon34_gp31,accessory_gene,693,,,,HNH (homing) endonuclease,13,43,0,3101,1%,0%,,,,
epsilon34_gp43,accessory_gene,363,,,,antitermination protein N,145,311,0,2833,10%,0%,,,,
epsilon34_gp44,accessory_gene,312,,,,hypothetical protein,8,42,0,3102,1%,0%,,,,
epsilon34_gp49,accessory_gene,162,,,,putative gp58,52,275,0,2869,9%,0%,,,,
epsilon34_gp51,accessory_gene,108,,,,gp60,42,280,12,2852,9%,4%,,,,
epsilon34_gp67,accessory_gene,153,,,,putative endopeptidase,28,67,0,3077,2%,0%,,,,
F361_gp01,accessory_gene,1206,,,,unknown,6,94,4,3046,3%,4%,,,,
F361_gp46,accessory_gene,270,,,,OGR regulator of late gene transcription,58,534,12,2598,17%,2%,,,,
F482_gp19,accessory_gene,327,,,,transcriptional regulator,5,35,2,3107,1%,5%,,,,
F482_gp24,accessory_gene,375,,,,hypothetical protein,23,71,2,3071,2%,3%,,,,
F482_gp26,accessory_gene,336,,,,hypothetical protein,6,27,0,3117,1%,0%,,,,
F482_gp27,accessory_gene,315,,,,hypothetical protein,7,28,0,3116,1%,0%,,,,
F482_gp28,accessory_gene,213,,,,hypothetical protein,6,28,0,3116,1%,0%,,,,
F482_gp29,accessory_gene,198,,,,hypothetical protein,2,28,0,3116,1%,0%,,,,
F482_gp47,accessory_gene,420,,,,transcriptional regulator,29,404,0,2740,13%,0%,,,,
F482_gp48,accessory_gene,237,,,,Cro/Cl family transcriptional regulator,22,402,0,2742,13%,0%,,,,
F482_gp56,accessory_gene,633,,,,hypothetical protein,65,110,3,3031,4%,3%,,,,
F482_gp65,accessory_gene,168,,,,hypothetical protein,31,584,0,2560,19%,0%,,,,
F482_gp66,accessory_gene,315,,,,hypothetical protein,7,50,0,3094,2%,0%,,,,
F482_gp69,accessory_gene,207,,,,Rz1,265,1309,1,1834,42%,0%,,,,
FORC20_RS05395,accessory_gene,1893,,,,NTPase KAP,6,12,0,3132,0%,0%,,,,
FORC20_RS17545,accessory_gene,210,,,,RHS repeat-associated core domain protein,3,6,0,3138,0%,0%,,,,
FORC20_RS17555,accessory_gene,357,,,,hypothetical protein,6,14,0,3130,0%,0%,,,,
FORC20_RS19585,accessory_gene,1806,,,,abortive infection protein,8,29,1,3114,1%,3%,,,,
FORC20_RS19590,accessory_gene,1029,,,,hypothetical protein,8,30,0,3114,1%,0%,,,,
FORC20_RS19595,accessory_gene,2859,,,,endonuclease,14,30,0,3114,1%,0%,,,,
FORC20_RS19600,accessory_gene,1503,,,,ATPase,9,30,0,3114,1%,0%,,,,
FORC20_RS19715,accessory_gene,390,,,,conjugal transfer protein,76,123,0,3021,4%,0%,,,,
FORC20_RS19725,accessory_gene,525,,,,membrane protein,1,4,0,3140,0%,0%,,,,
FORC20_RS19735,accessory_gene,264,,,,transcriptional regulator,15,36,1,3107,1%,3%,,,,
FORC20_RS19770,accessory_gene,1293,,,,arylsulfatase,49,62,1,3081,2%,2%,,,,
FORC20_RS19780,accessory_gene,1608,,,,putative pectin lyase,20,26,0,3118,1%,0%,,,,
FORC20_RS19815,accessory_gene,1692,,,,DGQHR domain,2,5,0,3139,0%,0%,,,,
FORC20_RS19820,accessory_gene,342,,,,DNA sulfur modification protein DndE,2,5,0,3139,0%,0%,,,,
FORC20_RS19830,accessory_gene,1665,,K19170,dndC,3'-phosphoadenosine 5'-phosphosulfate sulfurtransferase dndC,4,12,0,3132,0%,0%,,,,
FORC20_RS19835,accessory_gene,1080,,K19169,dndB,DNA sulfur modification protein DndB,6,12,0,3132,0%,0%,,,,
FORC20_RS19840,accessory_gene,1125,2.8.1.7,K04487,iscS,cysteine desulfurase DndA,7,12,0,3132,0%,0%,,,,
FORC20_RS19845,accessory_gene,990,,,,DGQHR domain-containing protein,2,5,0,3139,0%,0%,,,,
FORC20_RS19850,accessory_gene,894,,,,hypothetical protein,2,5,0,3139,0%,0%,,,,
FORC20_RS22070,accessory_gene,1143,,,,Uncharacterized conserved protein,9,32,0,3112,1%,0%,,,,
FORC20_RS22075,accessory_gene,681,,,,hypothetical protein,7,32,0,3112,1%,0%,,,,
FORC20_RS22080,accessory_gene,1023,2.1.1.37,K00558,dcm,restriction endonuclease subunit M,6,32,1,3111,1%,3%,,,,
FORC7_RS00020,accessory_gene,594,,,,DNA invertase gene rlgA,17,395,16,2733,13%,4%,,,,
FORC7_RS00380,accessory_gene,1578,,K03776,aer,methyl-accepting chemotaxis protein,1,16,0,3128,1%,0%,,,,
FORC7_RS00395,accessory_gene,702,,K18918,relB,bifunctional antitoxin/transcriptional repressor RelB,1,6,0,3138,0%,0%,,,,
FORC7_RS00420,accessory_gene,1098,,,,DUF262 domain containing protein,4,7,0,3137,0%,0%,,,,
FORC7_RS00445,accessory_gene,573,,,,DNA topoisomerase III,27,65,0,3079,2%,0%,,,,
FORC7_RS00550,accessory_gene,549,,,,hypothetical protein,14,28,1,3115,1%,3%,,,,
FORC7_RS00555,accessory_gene,516,,,,molecular chaperone DnaJ,28,49,3,3092,2%,6%,,,,
FORC7_RS00575,accessory_gene,852,,,,initiator Replication family protein,7,12,0,3132,0%,0%,,,,
FORC7_RS00590,accessory_gene,1065,,K03496,parA,ATPase involved in chromosome partitioning,3,18,0,3126,1%,0%,,,,
HCM1.03c,accessory_gene,324,,,,hypothetical protein,1,15,0,3129,0%,0%,,,,
HCM1.08,accessory_gene,330,,,,DUF2233 domain-containing protein,1,1,0,3143,0%,0%,,,,
HCM1.102,accessory_gene,987,,,,hypothetical protein,5,16,0,3128,1%,0%,,,,
HCM1.103,accessory_gene,2040,3.6.4.12,K03657,uvrD,DNA helicase,5,14,0,3130,0%,0%,,,,
HCM1.104c,accessory_gene,255,,,,hypothetical protein,1,13,0,3131,0%,0%,,,,
HCM1.10c,accessory_gene,207,,,,hypothetical protein,1,15,0,3129,0%,0%,,,,
HCM1.110,accessory_gene,987,,,,hypothetical protein,2,15,0,3129,0%,0%,,,,
HCM1.112,accessory_gene,270,,,,hypothetical protein,1,15,0,3129,0%,0%,,,,
HCM1.120,accessory_gene,936,,,,hypothetical protein,1,15,0,3129,0%,0%,,,,
HCM1.121,accessory_gene,921,,,,hypothetical protein,4,15,0,3129,0%,0%,,,,
HCM1.122,accessory_gene,936,,,,hypothetical protein,4,15,0,3129,0%,0%,,,,
HCM1.123,accessory_gene,957,,,,conserved predicted protein,3,15,0,3129,0%,0%,,,,
HCM1.124,accessory_gene,270,,,,hypothetical protein,3,15,0,3129,0%,0%,,,,
HCM1.125,accessory_gene,591,,,,membrane protein,3,15,0,3129,0%,0%,,,,
HCM1.126,accessory_gene,258,,,,hypothetical protein,1,15,0,3129,0%,0%,,,,
HCM1.127,accessory_gene,537,,,,hypothetical protein,1,15,0,3129,0%,0%,,,,
HCM1.128,accessory_gene,456,,,,membrane protein,2,15,0,3129,0%,0%,,,,
HCM1.130,accessory_gene,279,,,,hypothetical protein,2,15,0,3129,0%,0%,,,,
HCM1.131,accessory_gene,960,,K10748,tus,DNA replication terminus site-binding protein,3,14,0,3130,0%,0%,,,,
HCM1.134c,accessory_gene,1182,,,,recombinase,3,16,0,3128,1%,0%,,,,
HCM1.141ac,accessory_gene,144,,,,hypothetical protein,5,17,0,3127,1%,0%,,,,
HCM1.142c,accessory_gene,477,,,,YadA,2,17,0,3127,1%,0%,,,,
HCM1.144,accessory_gene,201,,,,hypothetical protein,3,16,0,3128,1%,0%,,,,
HCM1.146,accessory_gene,204,,,,hypothetical protein,3,16,0,3128,1%,0%,,,,
HCM1.149,accessory_gene,0,,,,hypothetical protein,0,0,0,3144,0%,0%,,,,
HCM1.15c.1N,accessory_gene,558,,,,hypothetical protein,3,15,0,3129,0%,0%,,,,
HCM1.161,accessory_gene,213,,,,transposase,7,71,0,3073,2%,0%,,,,
HCM1.162c,accessory_gene,765,,,,transposase,4,62,0,3082,2%,0%,,,,
HCM1.176,accessory_gene,420,,,,hypothetical protein,4,11,0,3133,0%,0%,,,,
HCM1.179c,accessory_gene,273,,,,hypothetical protein,3,11,0,3133,0%,0%,,,,
HCM1.180c,accessory_gene,669,,,,conserved predicted protein,3,12,0,3132,0%,0%,,,,
HCM1.182,accessory_gene,351,,,,hypothetical protein,2,17,0,3127,1%,0%,,,,
HCM1.183,accessory_gene,1221,,,,ATPase involved in DNA repair,2,17,0,3127,1%,0%,,,,
HCM1.184c,accessory_gene,204,,,,Predicted transcriptional regulators containing the CopG/Arc/MetJ DNA-binding domain,1,17,0,3127,1%,0%,,,,
HCM1.186c,accessory_gene,171,,,,hypothetical protein,2,17,0,3127,1%,0%,,,,
HCM1.189,accessory_gene,933,,,,hypothetical protein,4,36,1,3107,1%,3%,,,,
HCM1.190,accessory_gene,780,,,,DNA repair protein,5,36,0,3108,1%,0%,,,,
HCM1.192,accessory_gene,300,,,,hypothetical protein,1,31,0,3113,1%,0%,,,,
HCM1.196,accessory_gene,387,,,,hypothetical protein,1,14,0,3130,0%,0%,,,,
HCM1.198c,accessory_gene,474,,,,hypothetical protein,2,4,0,3140,0%,0%,,,,
HCM1.199c,accessory_gene,360,,,,conserved predicted protein,2,4,0,3140,0%,0%,,,,
HCM1.203,accessory_gene,807,,,,conserved predicted protein,1,4,0,3140,0%,0%,,,,
HCM1.20c,accessory_gene,492,,,,hypothetical protein,3,15,0,3129,0%,0%,,,,
HCM1.22c,accessory_gene,381,,,,membrane protein,3,15,0,3129,0%,0%,,,,
HCM1.23c,accessory_gene,285,,,,hypothetical protein,2,15,0,3129,0%,0%,,,,
HCM1.243,accessory_gene,627,,K18476,tetR,TetR family transcriptional regulator,3,81,0,3063,3%,0%,,,,
HCM1.246c,accessory_gene,321,,,,monooxygenase,2,74,2,3068,2%,3%,,,,
HCM1.24c,accessory_gene,321,,,,hypothetical protein,2,15,0,3129,0%,0%,,,,
HCM1.250c,accessory_gene,0,,,,hypothetical protein,0,0,0,3144,0%,0%,,,,
HCM1.251c,accessory_gene,615,,,,hypothetical protein,4,15,0,3129,0%,0%,,,,
HCM1.256c,accessory_gene,423,,,,hypothetical protein,1,16,0,3128,1%,0%,,,,
HCM1.257c,accessory_gene,393,,,,hypothetical protein,3,16,0,3128,1%,0%,,,,
HCM1.25c,accessory_gene,354,,,,hypothetical protein,1,5,0,3139,0%,0%,,,,
HCM1.26c,accessory_gene,609,,,,hypothetical protein,1,5,0,3139,0%,0%,,,,
HCM1.273,accessory_gene,1107,,,,hypothetical protein,3,15,0,3129,0%,0%,,,,
HCM1.279ac,accessory_gene,237,,,,hypothetical protein,4,15,0,3129,0%,0%,,,,
HCM1.279bc,accessory_gene,237,,,,hypothetical protein,1,15,0,3129,0%,0%,,,,
HCM1.279c,accessory_gene,315,,,,hypothetical protein,2,15,0,3129,0%,0%,,,,
HCM1.281c,accessory_gene,438,,,,hypothetical protein,2,15,0,3129,0%,0%,,,,
HCM1.288N,accessory_gene,267,,,,hypothetical protein,1,15,0,3129,0%,0%,,,,
HCM1.33c,accessory_gene,513,,,,hypothetical protein,2,15,0,3129,0%,0%,,,,
HCM1.34c,accessory_gene,807,,,,hypothetical protein,4,15,0,3129,0%,0%,,,,
HCM1.36c,accessory_gene,333,,,,hypothetical protein,3,15,0,3129,0%,0%,,,,
HCM1.38c,accessory_gene,1182,,,,hypothetical protein,4,15,0,3129,0%,0%,,,,
HCM1.40c,accessory_gene,468,,,,hypothetical protein,3,15,0,3129,0%,0%,,,,
HCM1.41,accessory_gene,327,,,,hypothetical protein,3,15,0,3129,0%,0%,,,,
HCM1.42,accessory_gene,777,,,,hypothetical protein,1,15,0,3129,0%,0%,,,,
HCM1.43,accessory_gene,777,,,,hypothetical protein,4,15,0,3129,0%,0%,,,,
HCM1.43a,accessory_gene,123,,,,conserved predicted protein,1,15,0,3129,0%,0%,,,,
HCM1.44,accessory_gene,342,,,,hypothetical protein,2,15,0,3129,0%,0%,,,,
HCM1.45,accessory_gene,360,,,,hypothetical protein,2,15,0,3129,0%,0%,,,,
HCM1.46,accessory_gene,705,,,,conserved predicted protein,2,15,0,3129,0%,0%,,,,
HCM1.49c,accessory_gene,2385,,,,bacterial Ig-like domain family protein,6,15,0,3129,0%,0%,,,,
HCM1.51,accessory_gene,297,,,,hypothetical protein,2,15,0,3129,0%,0%,,,,
HCM1.54,accessory_gene,882,,,,RepHIB,2,16,0,3128,1%,0%,,,,
HCM1.55ac,accessory_gene,204,,,,hypothetical protein,2,15,0,3129,0%,0%,,,,
HCM1.59,accessory_gene,825,2.1.1.72,K06223,dam,restriction endonuclease subunit M,2,15,0,3129,0%,0%,,,,
HCM1.60c,accessory_gene,822,,,,hypothetical protein,2,15,0,3129,0%,0%,,,,
HCM1.61c,accessory_gene,708,,,,conserved predicted protein,1,14,0,3130,0%,0%,,,,
HCM1.62c,accessory_gene,201,,,,hypothetical protein,2,14,0,3130,0%,0%,,,,
HCM1.72,accessory_gene,441,,,,HtdO,2,15,0,3129,0%,0%,,,,
HCM1.74,accessory_gene,513,,,,HtdV,1,15,0,3129,0%,0%,,,,
HCM1.90c,accessory_gene,840,,,,hypothetical protein,4,15,0,3129,0%,0%,,,,
HCM1.93,accessory_gene,678,,,,ParR,3,15,0,3129,0%,0%,,,,
HCM1.95,accessory_gene,435,,,,HtdF,3,15,0,3129,0%,0%,,,,
HCM1.96,accessory_gene,564,,,,plasmid transfer protein,2,15,0,3129,0%,0%,,,,
HCM2.0003c,accessory_gene,276,,,,hypothetical protein,21,32,1,3111,1%,3%,,,,
HCM2.0004c,accessory_gene,411,,,,Protein of uncharacterised function (DUF2591),22,30,1,3113,1%,3%,,,,
HCM2.0006c,accessory_gene,843,,,,serine protease,31,39,1,3104,1%,3%,,,,
HCM2.0009c,accessory_gene,267,,,,hypothetical protein,21,34,0,3110,1%,0%,,,,
HCM2.0010c,accessory_gene,945,,,,exonuclease,27,34,0,3110,1%,0%,,,,
HCM2.0011c,accessory_gene,1029,,,,regulator,25,34,0,3110,1%,0%,,,,
HCM2.0012,accessory_gene,432,,,,Uncharacterized conserved protein,26,34,0,3110,1%,0%,,,,
HCM2.0013,accessory_gene,591,,,,hypothetical protein,2,3,0,3141,0%,0%,,,,
HCM2.0016c,accessory_gene,1236,6.6.1.2,K09882,cobS,porphyrin biosynthesis protein,28,35,0,3109,1%,0%,,,,
HCM2.0019,accessory_gene,387,,,,conserved domain protein,19,35,0,3109,1%,0%,,,,
HCM2.0022,accessory_gene,492,,,,hypothetical protein,1,2,0,3142,0%,0%,,,,
HCM2.0025c,accessory_gene,204,,,,hypothetical protein,13,18,1,3125,1%,5%,,,,
HCM2.0027c,accessory_gene,555,,,,hypothetical protein,1,2,0,3142,0%,0%,,,,
HCM2.0029c,accessory_gene,729,,,,hypothetical protein,3,5,0,3139,0%,0%,,,,
HCM2.0034c,accessory_gene,177,,,,hypothetical protein,19,35,0,3109,1%,0%,,,,
HCM2.0035c,accessory_gene,1323,,K10747,,DNA ligase,28,33,0,3111,1%,0%,,,,
HCM2.0039,accessory_gene,1053,,,,hypothetical protein,10,15,0,3129,0%,0%,,,,
HCM2.0041c,accessory_gene,1341,,,,DNA helicase,29,33,0,3111,1%,0%,,,,
HCM2.0043,accessory_gene,1056,,,,hypothetical protein,5,26,0,3118,1%,0%,,,,
HCM2.0044c,accessory_gene,756,,,,Protein of uncharacterised function (DUF2971),2,4,0,3140,0%,0%,,,,
HCM2.0045c,accessory_gene,360,,,,hypothetical protein,17,34,0,3110,1%,0%,,,,
HCM2.0046c,accessory_gene,666,,K03496,parA,plasmid stability protein,28,34,0,3110,1%,0%,,,,
HCM2.0047,accessory_gene,552,,,,hypothetical protein,3,5,0,3139,0%,0%,,,,
HCM2.0049c,accessory_gene,693,,,,endolysin,24,34,0,3110,1%,0%,,,,
HCM2.0052c,accessory_gene,4389,,,,host specificity protein J,7,7,0,3137,0%,0%,,,,
HCM2.0054c,accessory_gene,798,,,,phage tail protein,30,34,0,3110,1%,0%,,,,
HCM2.0056c,accessory_gene,336,,,,minor tail fiber protein M,16,33,1,3110,1%,3%,,,,
HCM2.0057c,accessory_gene,4584,,,,phage tail length tape measure protein,30,32,0,3112,1%,0%,,,,
HCM2.0058c,accessory_gene,270,,,,hypothetical protein,16,33,0,3111,1%,0%,,,,
HCM2.0059c,accessory_gene,318,,,,hypothetical protein,15,33,0,3111,1%,0%,,,,
HCM2.0061c,accessory_gene,384,,,,hypothetical protein,26,33,0,3111,1%,0%,,,,
