V1,n_syn,n_nonsyn
NCTC7318_03500_1,148,455
NCTC7318_04211_1,241,866
NCTC7349_03107_1,157,482
NCTC7349_03108_1,453,1635
NCTC7404_03884_1,633,2103
NCTC7404_03878_1,516,1878
NCTC7404_03862_1,509,1867
NCTC7406_03476_1,239,868
NCTC7406_03012_1,309,1095
NCTC7411_00726_1,181,575
NCTC7411_03196_1,151,542
NCTC7832_01289_1,779,2479
NCTC7831_02433_1,313,1181
NCTC7831_02530_1,164,628
NCTC7832_01290_1,628,2126
NCTC7836_00114_1,404,1477
NCTC7832_04555_1,382,1247
NCTC7832_03928_1,2169,7281
NCTC7832_01715_1,274,1067
NCTC7832_01295_1,1107,3357
NCTC7832_03930_1,850,2840
NCTC7832_01303_1,829,2420
NCTC7832_01301_1,431,1351
NCTC7832_01300_1,836,2584
NCTC7832_03929_1,1235,4156
NCTC7832_01711_1,665,2404
NCTC7832_03259_1,764,2728
NCTC7832_01716_1,912,3273
NCTC7832_01717_1,470,1825
NCTC7832_01712_1,629,2377
NCTC7832_01294_1,142,479
NCTC7832_03932_1,1169,3943
NCTC7832_03933_1,439,1559
NCTC7832_03936_1,2115,8019
NCTC7836_00005_1,76,248
NCTC7832_01297_1,323,982
NCTC7836_03898_1,104,346
NCTC7836_03897_1,155,547
NCTC8256_01515_1,309,1131
NCTC8256_03304_1,167,625
NCTC8256_03308_1,109,422
NCTC8256_03277_1,200,691
NCTC8261_01673_1,257,1093
NCTC8261_01674_1,935,3403
NCTC8261_01675_1,842,3289
NCTC8261_01676_1,571,2201
NCTC8258_02627_1,155,511
NCTC8261_01174_1,365,1192
NCTC8258_04998_1,847,2906
NCTC8261_01677_1,734,2767
NCTC8261_01681_1,719,2656
NCTC8261_01680_1,539,2143
NCTC8261_01900_1,159,624
NCTC8258_04990_1,138,465
NCTC8258_04989_1,126,441
NCTC8258_04980_1,165,519
NCTC8270_02986_1,169,560
NCTC8261_03272_1,758,2653
NCTC8261_03271_1,988,3377
NCTC8267_00196_1,398,1303
NCTC8267_02797_1,259,992
NCTC8270_03032_1,119,466
NCTC8270_03030_1,188,667
NCTC8270_02999_1,533,1762
NCTC8270_04963_1,392,1642
NCTC8272_00610_1,475,1892
NCTC8272_00325_1,1164,4146
NCTC8270_03028_1,635,2119
NCTC8272_00607_1,509,2074
NCTC8270_03002_1,83,250
NCTC8270_03001_1,393,1137
NCTC8270_03007_1,231,705
NCTC8270_03010_1,296,847
NCTC8271_02671_1,130,419
NCTC8270_02996_1,379,1232
NCTC8270_04903_1,279,963
NCTC8272_02313_1,254,871
NCTC8272_02310_1,909,3474
NCTC8272_04466_1,311,1237
NCTC8272_04467_1,696,2580
NCTC8272_02309_1,501,2118
NCTC8272_02445_1,1127,4057
NCTC8273_03601_1,170,649
NCTC8273_02059_1,123,408
NCTC8273_01893_1,62,244
NCTC8496_03974_1,186,651
NCTC92_04131_1,1447,4979
NCTC9606_03791_1,68,256
NCTC9868_04512_1,1530,5058
NCTC9868_04515_1,67,266
NCTC9868_04514_1,386,1576
NCTC9868_04294_1,68,283
NCTC9868_04517_1,337,1211
NCTC9868_04579_1,176,625
NCTC9868_04520_1,406,1151
NCTC9868_04528_1,144,486
NCTC9868_04516_1,203,679
NCTC9868_04583_1,347,1444
QX44_RS06020_1,2204,7651
QX44_RS04365_1,538,1964
QX44_RS04330_1,319,1076
QX44_RS05990_1,1093,3920
PSLT027_1,140,517
PSLT028_1,219,699
PSLT029_1,223,650
QX44_RS06025_1,441,1611
PSLT005_1,46,188
PSLT060_1,152,514
QX44_RS05995_1,1625,5989
QX44_RS05985_1,979,3593
QX44_RS06000_1,339,1173
QX44_RS12200_1,153,657
QX44_RS11285_1,1008,3429
QX44_RS10360_1,247,797
QX44_RS10365_1,149,517
QX44_RS10600_1,153,585
QX44_RS12105_1,1114,4187
QX44_RS10340_1,391,1193
QX44_RS10420_1,241,848
QX44_RS10410_1,253,908
QX44_RS10415_1,274,914
QX44_RS06130_1,329,1111
QX44_RS10465_1,166,635
QX44_RS06115_1,2252,7117
QX44_RS10580_1,149,499
QX44_RS10390_1,219,915
QX44_RS06095_1,2643,7959
QX44_RS09205_1,387,1242
QX44_RS09190_1,625,2399
QX44_RS06040_1,426,1437
QX44_RS06055_1,441,1710
QX44_RS06050_1,395,1360
QX44_RS10500_1,109,431
QX44_RS10505_1,209,808
QX44_RS06070_1,1715,5746
QX44_RS12210_1,199,737
QX44_RS10375_1,195,759
QX44_RS10675_1,508,1895
QX44_RS11300_1,259,956
QX44_RS06120_1,1010,3292
QX44_RS10430_1,286,920
QX44_RS10695_1,595,2456
QX44_RS11995_1,586,1916
QX44_RS06100_1,556,1784
QX44_RS06105_1,526,1985
QX44_RS12190_1,532,2060
QX44_RS12195_1,279,1008
QX44_RS10455_1,654,2127
QX44_RS10350_1,484,1631
QX44_RS06080_1,454,1373
QX44_RS09210_1,203,643
QX44_RS06065_1,701,2224
QX44_RS06060_1,458,1495
QX44_RS10555_1,155,646
QX44_RS10325_1,930,2967
QX44_RS12220_1,536,2074
QX44_RS16335_1,1220,4234
QX44_RS16330_1,624,2067
QX44_RS16315_1,489,1554
QX44_RS16375_1,233,829
QX44_RS16425_1,560,1969
QX44_RS16420_1,1357,5015
QX44_RS16350_1,131,463
QX44_RS16405_1,1251,4230
QX44_RS20790_1,1915,6428
QX44_RS16395_1,285,1011
QX44_RS20805_1,2177,7264
QX44_RS20820_1,365,1273
QX44_RS12215_1,256,896
QX44_RS20800_1,662,2038
QX44_RS16345_1,533,1681
QX44_RS22620_1,528,1857
QX44_RS20575_1,497,1843
QX44_RS16325_1,279,864
QX44_RS16320_1,688,2102
QX44_RS16305_1,240,1065
QX44_RS20580_1,685,2231
QX44_RS20795_1,1736,5617
QX44_RS16360_1,306,1017
QX44_RS16365_1,2350,7091
QX44_RS16340_1,294,1056
QX44_RS20780_1,836,2917
QX44_RS20785_1,752,2632
QX44_RS16415_1,920,3427
QX44_RS16410_1,210,690
QX44_RS21485_1,198,657
QX44_RS20815_1,3119,10435
QX44_RS20810_1,494,1711
QX44_RS16380_1,988,3170
SAL_AA9973AA_02859_1,464,1498
SAL_AA9973AA_02858_1,319,1085
SAL_BA1545AA_04188_1,1040,4036
SAL_BA2175AA_01229_1,173,493
SAL_BA2175AA_01240_1,874,2816
SAL_BA1835AA_00615_1,513,2151
SAL_BA1835AA_00614_1,675,2691
SAL_BA2175AA_01242_1,633,2247
SAL_BA1835AA_02059_1,473,1624
SAL_BA1835AA_02061_1,1184,4558
SAL_BA3037AA_03915_1,546,2109
SAL_BA2520AA_02205_1,151,497
SAL_BA2520AA_02191_1,2925,9819
SAL_BA3037AA_03914_1,911,3589
SAL_BA2520AA_02192_1,799,2576
SAL_BA2520AA_02198_1,253,836
SAL_BA2520AA_01049_1,682,2621
SAL_BA2520AA_01187_1,734,2839
SAL_BA2736AA_00482_1,426,1590
SAL_BA2736AA_00511_1,133,497
SAL_BA3408AA_03933_1,155,484
SAL_BA3408AA_03936_1,184,608
SAL_BA3408AA_03934_1,199,845
SAL_BA4710AA_00386_1,249,948
SAL_BA4710AA_00376_1,163,656
SAL_BA5449AA_02450_1,177,615
SAL_BA5449AA_02451_1,810,2880
SAL_BA5522AA_03384_1,379,1223
SAL_BA5522AA_03383_1,129,528
SAL_BA5522AA_03385_1,1057,3425
SAL_BA5522AA_03386_1,293,931
SAL_BA5522AA_03387_1,875,2932
SAL_BA5522AA_03380_1,215,865
SAL_BA5522AA_03389_1,1910,6892
SAL_BA5522AA_03388_1,322,1019
SAL_BA5522AA_03390_1,909,3105
SAL_BA6565AA_01483_1,279,1134
SAL_BA6565AA_03918_1,533,1942
SAL_BA6565AA_03912_1,704,2608
SAL_BA6565AA_03913_1,808,2963
SAL_BA6565AA_03910_1,244,944
SAL_BA6565AA_03916_1,390,1662
SAL_BA6565AA_03126_1,1061,3925
SAL_BA6565AA_03911_1,308,1087
SAL_BA6565AA_03915_1,529,2099
SAL_BA7386AA_02131_1,153,558
SAL_BA8155AA_01321_1,432,1728
SAL_CA1431AA_01101_1,153,549
SAL_CA1431AA_03910_1,431,1234
SAL_CA2727AA_02269_1,502,1658
SAL_CA2727AA_02272_1,672,2496
SAL_CA2727AA_02276_1,296,1063
SAL_CA2727AA_02275_1,881,2935
SAL_CA2727AA_02271_1,1129,3875
SAL_CA2727AA_02273_1,786,2589
SAL_CA2727AA_02270_1,685,2222
SAL_CA2727AA_02279_1,871,3170
SAL_CA2727AA_02267_1,619,2144
SAL_CA2727AA_02281_1,931,3101
SAL_CA2727AA_02387_1,336,1149
SAL_CA2727AA_02392_1,605,2077
SAL_CA2727AA_02386_1,1161,3816
SAL_CA2727AA_02393_1,225,783
SAL_CA2727AA_02394_1,341,1297
SAL_CA2727AA_02391_1,158,526
SAL_CA3076AA_01856_1,308,1141
SAL_CA3076AA_01892_1,192,681
SAL_CA3755AA_02246_1,614,2410
SAL_CA3755AA_02245_1,647,2413
SAL_CA3755AA_03596_1,577,2141
SAL_CA4218AA_00075_1,136,467
SAL_CA4342AA_00178_1,324,1188
SAL_CA4877AA_00807_1,771,2514
SAL_CA4877AA_01024_1,323,1063
SAL_CA4905AA_01281_1,798,2784
SAL_CA4886AA_01742_1,310,1121
SAL_CA4886AA_01740_1,384,1200
SAL_CA6391AA_01311_1,160,596
SAL_CA6391AA_01308_1,201,663
SAL_CA6391AA_01310_1,187,515
SAL_CA6391AA_01309_1,1180,3959
SAL_CA7205AA_01461_1,444,1509
SAL_CA7205AA_01460_1,275,913
SAL_CA7205AA_01463_1,1048,3461
SAL_CA7205AA_01462_1,254,862
SAL_CA7205AA_01457_1,5711,18985
SAL_CA7205AA_01458_1,865,3122
SAL_CA7205AA_01459_1,173,583
SAL_CA7205AA_01477_1,1445,4999
SAL_CA7205AA_01464_1,1160,3736
SAL_CA7205AA_01468_1,425,1510
SAL_CA7205AA_01473_1,300,1059
SAL_CA7205AA_01476_1,671,2317
SAL_CA7205AA_01472_1,409,1283
SAL_CA7205AA_01471_1,455,1507
SAL_CA7205AA_01474_1,318,924
SAL_CA7205AA_01475_1,820,2825
SAL_CA7205AA_01478_1,1151,3988
SAL_CA8200AA_00670_1,612,2106
SAL_CA8863AA_03582_1,661,2462
SAL_DA0077AA_01040_1,408,1410
SAL_DA0077AA_01042_1,313,1082
SAL_DA0313AA_03318_1,218,727
SAL_DA0313AA_01457_1,239,877
SAL_DA0313AA_01453_1,493,1541
SAL_DA0431AA_00363_1,536,1966
SAL_DA0431AA_00381_1,308,961
SAL_DA0431AA_00640_1,188,685
SAL_DA0431AA_00377_1,152,532
SAL_DA0431AA_00373_1,227,700
SAL_DA0431AA_00598_1,455,1381
SAL_DA0947AA_01254_1,249,876
SAL_DA0947AA_01253_1,260,1018
SAL_DA0947AA_01258_1,335,1186
SAL_DA0947AA_01257_1,519,1911
SAL_DA0947AA_01252_1,184,815
SAL_DA1427AA_01696_1,449,1513
SAL_DA1427AA_00237_1,676,2609
SAL_DA1427AA_00233_1,443,1825
SAL_DA1532AA_03418_1,218,700
SAL_DA1588AA_02029_1,740,2779
SAL_DA1601AA_01774_1,212,796
SAL_DA1844AA_00242_1,1748,6145
SAL_DA1844AA_00240_1,149,562
SAL_DA1844AA_00241_1,466,1658
SAL_DA1844AA_00220_1,141,588
SAL_DA1844AA_00223_1,169,587
SAL_DA1844AA_00224_1,526,1787
SAL_DA1844AA_00228_1,234,810
SAL_DA1844AA_00225_1,258,849
SAL_DA1844AA_00237_1,481,1670
SAL_DA1844AA_00219_1,209,655
SAL_DA1844AA_00236_1,587,2077
SAL_DA1844AA_00235_1,781,2684
SAL_DA1844AA_00233_1,382,1283
SAL_DA1844AA_00232_1,344,1105
SAL_DA1844AA_00243_1,212,733
SAL_DA1844AA_00246_1,532,1691
SAL_DA1844AA_00249_1,214,740
SAL_DA1844AA_00264_1,150,498
SAL_DA1844AA_00268_1,275,994
SAL_DA1844AA_01180_1,331,1253
SAL_DA1844AA_00267_1,198,711
SAL_DA1844AA_00250_1,221,724
SAL_DA1844AA_00254_1,222,759
SAL_DA1844AA_00257_1,141,480
SAL_DA1844AA_00245_1,203,751
SAL_DA3947AA_01623_1,613,2366
SAL_DA3730AA_02180_1,286,911
SAL_DA3947AA_01624_1,917,3358
SAL_DA3730AA_02116_1,234,756
SAL_DA3730AA_02200_1,1099,3401
SAL_DA3730AA_02182_1,596,1672
SAL_DA4185AA_01421_1,149,508
SAL_DA5425AA_03512_1,571,2237
SAL_DA5609AA_00162_1,148,581
SAL_DA5477AA_01700_1,332,1243
SAL_DA5477AA_01697_1,403,1271
SAL_DA5477AA_03026_1,346,1265
SAL_DA5828AA_02165_1,557,2242
SAL_DA5828AA_02164_1,309,1140
SAL_DA6084AA_00494_1,394,1433
SAL_DA6084AA_00495_1,515,1960
SAL_DA6084AA_01842_1,649,2240
SAL_DA6967AA_03426_1,177,570
SAL_DA6967AA_04534_1,190,692
SAL_DA6862AA_03064_1,558,2394
SAL_DA8598AA_01378_1,366,1236
SAL_DA8598AA_01379_1,261,954
SAL_DA9595AA_01383_1,141,498
SAL_DA9595AA_01387_1,363,1302
SAL_DA9649AA_03927_1,144,468
SAL_DA9649AA_01778_1,282,951
SAL_EA0037AA_01461_1,342,1197
SAL_DA9956AA_03117_1,1280,5101
SAL_EA0205AA_02795_1,175,617
SAL_EA0205AA_00027_1,490,1670
SAL_EA0080AA_02681_1,398,1672
SAL_EA0080AA_02684_1,1063,4121
SAL_EA0080AA_02685_1,517,1994
SAL_EA0080AA_02688_1,1039,3947
SAL_EA0080AA_04490_1,158,526
SAL_EA0080AA_02689_1,767,2608
SAL_EA0205AA_00847_1,372,1365
SAL_EA0080AA_04492_1,494,1549
SAL_EA0080AA_02690_1,510,1920
SAL_EA0626AA_00643_1,325,854
SAL_EA0626AA_00583_1,369,1206
SAL_EA0626AA_00584_1,303,948
SAL_EA0626AA_01860_1,280,845
SAL_EA0782AA_00793_1,393,1200
SAL_EA0782AA_00797_1,273,879
SAL_EA0782AA_00670_1,768,3003
SAL_EA0782AA_00671_1,318,1185
SAL_EA0782AA_00783_1,328,1391
SAL_EA0782AA_00780_1,424,1439
SAL_EA0782AA_00794_1,1631,5578
SAL_EA0782AA_00673_1,3391,10946
SAL_EA0782AA_03395_1,1116,4149
SAL_EA0782AA_00667_1,302,1102
SAL_EA0782AA_00672_1,1289,4642
SAL_EA0782AA_03393_1,1791,6021
SAL_EA0782AA_03396_1,2465,8704
SAL_EA0782AA_00669_1,788,2938
SAL_EA0782AA_00668_1,519,1857
SAL_EA0782AA_00781_1,520,1847
SAL_EA0782AA_00932_1,589,2210
SAL_EA0782AA_00711_1,339,1146
SAL_EA0782AA_00931_1,270,1143
SAL_EA0782AA_03812_1,135,594
SAL_EA0782AA_03848_1,1045,4418
SAL_EA0782AA_03397_1,435,1410
SAL_EA0782AA_03398_1,390,1410
SAL_EA2932AA_00883_1,402,1650
SAL_EA2932AA_02554_1,215,658
SAL_EA2932AA_02538_1,607,2057
SAL_EA2932AA_02569_1,1087,3647
SAL_EA2932AA_02540_1,289,980
SAL_EA2932AA_02543_1,319,1310
SAL_EA2932AA_02542_1,177,561
SAL_EA2932AA_02546_1,200,745
SAL_EA2932AA_02544_1,169,605
SAL_EA2932AA_02559_1,787,2345
SAL_EA3023AA_04582_1,406,1322
SAL_EA3023AA_03072_1,528,2100
SAL_EA3023AA_03069_1,757,3068
SAL_EA3237AA_02624_1,850,3083
SAL_EA5822AA_00274_1,159,669
SAL_EA5611AA_03889_1,137,556
SAL_EA5822AA_04563_1,1285,4583
SAL_EA5822AA_04587_1,935,2962
SAL_EA5822AA_04586_1,751,2309
SAL_EA5822AA_04605_1,269,1090
SAL_EA6221AA_02911_1,676,2402
SAL_EA5822AA_04612_1,357,1056
SAL_EA5822AA_04610_1,818,2269
SAL_EA5822AA_04607_1,424,1169
SAL_EA6800AA_00420_1,476,1756
SAL_EA6800AA_00411_1,268,974
SAL_EA6800AA_01817_1,197,595
SAL_EA6800AA_01820_1,490,1598
SAL_EA6800AA_00147_1,2517,7833
SAL_EA6800AA_02209_1,3222,10377
SAL_EA6800AA_01851_1,1110,3912
SAL_EA6970AA_01288_1,578,2320
SAL_EA6800AA_04527_1,169,704
SAL_EA8495AA_01463_1,438,1533
SAL_EA8495AA_03297_1,440,1576
SAL_EA8495AA_03295_1,271,953
SAL_EA8495AA_03305_1,599,1885
SARI_RS01670_1,248,805
SAL_EA9940AA_03749_1,1394,4807
SARI_RS01065_1,110,448
SAL_EA9932AA_02540_1,287,1045
SARI_RS02350_1,355,1247
SARI_RS01195_1,397,1565
SARI_RS02055_1,421,1352
SARI_RS02050_1,656,2035
SARI_RS03065_1,296,1162
SARI_RS03245_1,647,2152
SARI_RS03240_1,477,1620
SARI_RS01675_1,716,2362
SARI_RS01915_1,1128,3831
SARI_RS01055_1,130,626
SARI_RS01050_1,489,1959
SARI_RS03360_1,128,493
SARI_RS02970_1,1018,2726
SARI_RS00235_1,904,2966
SARI_RS01010_1,1109,4516
SARI_RS01695_1,480,1842
SARI_RS03100_1,3036,10545
SARI_RS02360_1,813,2724
SARI_RS01000_1,748,2861
SARI_RS02045_1,1088,3205
SARI_RS03070_1,248,715
SARI_RS03250_1,942,2811
SARI_RS00285_1,538,1766
SARI_RS02065_1,604,1988
SARI_RS02060_1,749,2509
SARI_RS01060_1,1052,3943
SARI_RS02265_1,223,758
SARI_RS00240_1,811,2834
SARI_RS01045_1,1881,6840
SARI_RS03415_1,542,2041
SARI_RS01920_1,837,2889
SARI_RS04665_1,172,584
SARI_RS04295_1,311,1093
SARI_RS05405_1,787,2912
SARI_RS05400_1,689,2461
SARI_RS04200_1,700,2378
SARI_RS06580_1,215,694
SARI_RS04290_1,411,1695
SARI_RS06310_1,284,967
SARI_RS03760_1,551,2077
SARI_RS04275_1,369,1368
SARI_RS04270_1,305,1162
SARI_RS05945_1,1121,3928
SARI_RS04735_1,432,1278
SARI_RS05380_1,340,1154
SARI_RS05385_1,545,1768
SARI_RS05965_1,717,2442
SARI_RS05960_1,595,1934
SARI_RS06595_1,795,2922
SARI_RS06040_1,381,1347
SARI_RS04750_1,1691,5428
SARI_RS04755_1,703,2195
SARI_RS06745_1,152,586
SARI_RS03855_1,879,3630
SARI_RS04800_1,1164,3588
SARI_RS05375_1,549,1782
SARI_RS06570_1,270,882
SARI_RS06575_1,152,514
SARI_RS05410_1,1046,3832
SARI_RS05415_1,971,3475
SARI_RS04170_1,968,3523
SARI_RS04195_1,1219,3902
SARI_RS03775_1,287,1117
SARI_RS03950_1,377,1099
SARI_RS05955_1,630,2016
SARI_RS05950_1,884,2995
SARI_RS04260_1,217,791
SARI_RS05395_1,317,1006
SARI_RS05390_1,618,2055
SARI_RS05970_1,539,1828
SARI_RS05975_1,711,2457
SARI_RS04310_1,167,706
SARI_RS06035_1,593,1891
SARI_RS06585_1,848,3427
SARI_RS04190_1,654,2280
SARI_RS04745_1,547,1739
SARI_RS04740_1,375,1092
SARI_RS06210_1,442,1349
SARI_RS06895_1,518,1750
SARI_RS08105_1,2888,9577
SARI_RS10280_1,214,740
SARI_RS10285_1,966,2958
SARI_RS08120_1,596,2248
SARI_RS12220_1,166,698
SARI_RS11210_1,144,567
SARI_RS07615_1,179,631
SARI_RS12200_1,2412,7704
SARI_RS10030_1,984,2652
SARI_RS09495_1,489,1617
SARI_RS08975_1,146,511
SARI_RS11380_1,553,1832
SARI_RS11100_1,612,2178
SARI_RS11105_1,1475,5212
SARI_RS12165_1,391,1184
SARI_RS12185_1,394,1415
SARI_RS12180_1,1175,3649
SARI_RS10055_1,1510,5096
SARI_RS10270_1,888,2838
SARI_RS10275_1,1001,3112
SARI_RS08370_1,381,1203
SARI_RS08375_1,386,1189
SARI_RS10255_1,299,1051
SARI_RS12080_1,156,636
SARI_RS08350_1,397,1241
SARI_RS08115_1,210,663
SARI_RS10035_1,1225,3950
SARI_RS10290_1,1144,3815
SARI_RS10410_1,435,1554
SARI_RS08210_1,106,434
SARI_RS09735_1,932,2974
SARI_RS08935_1,286,938
SARI_RS08940_1,560,2131
SARI_RS10130_1,520,1964
SARI_RS09740_1,1607,5485
SARI_RS12115_1,241,893
SARI_RS07945_1,554,1795
SARI_RS12135_1,1215,4788
SARI_RS12085_1,163,629
SARI_RS12155_1,175,716
SARI_RS12170_1,849,2400
SARI_RS12190_1,773,2782
SARI_RS10040_1,655,2189
SARI_RS10260_1,998,3169
SARI_RS10265_1,1019,3319
SARI_RS08360_1,1742,5890
SARI_RS08365_1,723,2274
SARI_RS12210_1,315,1224
SARI_RS12095_1,232,875
SARI_RS12285_1,978,3072
SARI_RS12280_1,494,1576
SARI_RS12440_1,129,474
SARI_RS12730_1,142,488
SARI_RS12775_1,342,1152
SARI_RS12770_1,1066,3578
SARI_RS12755_1,1258,3629
SARI_RS12560_1,224,829
SARI_RS12690_1,497,1699
SARI_RS12735_1,317,1078
SARI_RS12225_1,375,1470
SARI_RS14620_1,454,1571
SARI_RS14625_1,236,808
SARI_RS12710_1,184,617
SARI_RS12395_1,300,1158
SARI_RS14570_1,511,1919
SARI_RS12250_1,527,2110
SARI_RS14550_1,189,612
SARI_RS12415_1,497,1798
SARI_RS12470_1,465,1668
SARI_RS13520_1,882,2655
SARI_RS12555_1,159,642
SARI_RS12765_1,1022,2992
SARI_RS12680_1,1280,4012
SARI_RS12740_1,354,1356
SARI_RS12435_1,263,1006
SARI_RS12430_1,156,555
SARI_RS12720_1,1465,5213
SARI_RS14445_1,1067,3388
SARI_RS12535_1,118,440
SARI_RS13240_1,2068,7166
SARI_RS12705_1,816,2658
SARI_RS14460_1,456,1704
SARI_RS12760_1,492,1461
SARI_RS14565_1,146,466
SARI_RS14560_1,537,1785
SARI_RS12675_1,830,2482
SARI_RS12425_1,292,1121
SARI_RS13740_1,479,1699
SARI_RS12650_1,972,3177
SARI_RS14435_1,249,876
SARI_RS12670_1,398,1231
SARI_RS12295_1,334,1160
SARI_RS12465_1,146,538
SARI_RS15795_1,531,1746
SARI_RS16060_1,698,2515
SARI_RS14685_1,915,2820
SARI_RS15740_1,696,2355
SARI_RS14805_1,1084,3425
SARI_RS15760_1,782,2422
SARI_RS15765_1,553,1823
SARI_RS15515_1,71,235
SARI_RS15490_1,347,1210
SARI_RS15555_1,663,2361
SARI_RS15800_1,1339,4619
SARI_RS16625_1,1015,3260
SARI_RS15665_1,147,627
SARI_RS15660_1,544,2291
SARI_RS15780_1,820,2591
SARI_RS15645_1,532,1979
SARI_RS15640_1,502,1919
SARI_RS15625_1,470,1411
SARI_RS14740_1,1574,6211
SARI_RS15805_1,208,620
SARI_RS15950_1,529,2144
SARI_RS14695_1,664,2360
SARI_RS14690_1,2098,7352
SARI_RS15755_1,471,1320
SARI_RS15750_1,339,1020
SARI_RS15775_1,519,1524
SARI_RS15770_1,603,1674
SARI_RS15560_1,295,1046
SARI_RS15545_1,796,2912
SARI_RS15540_1,237,843
SARI_RS15815_1,1507,4568
SARI_RS14630_1,328,1112
SARI_RS15485_1,2521,10061
SARI_RS15735_1,581,1786
SARI_RS16630_1,407,1636
SARI_RS15650_1,634,2273
SARI_RS15655_1,817,3206
SARI_RS15630_1,1068,3648
SARI_RS15635_1,854,2809
SARI_RS16880_1,154,485
SARI_RS15945_1,449,1558
SARI_RS16715_1,1115,3304
SARI_RS14710_1,972,3132
SARI_RS14735_1,367,1595
SARI_RS14730_1,336,1464
SARI_RS15020_1,164,682
SARI_RS16905_1,134,514
SARI_RS21435_1,1063,3374
SARI_RS21430_1,598,2120
SARI_RS21610_1,143,487
SARI_RS21595_1,197,631
SARI_RS21450_1,1567,4868
SARI_RS19455_1,609,1893
SARI_RS18915_1,887,2722
SARI_RS20445_1,845,2557
SARI_RS19475_1,689,2002
SARI_RS18190_1,3730,11921
SARI_RS18155_1,980,3520
SARI_RS18505_1,239,787
SARI_RS20560_1,1527,5412
SARI_RS18535_1,224,658
SARI_RS18530_1,269,874
SARI_RS18520_1,585,2007
SARI_RS18640_1,505,1934
SARI_RS21655_1,528,2055
SARI_RS16910_1,534,1950
SARI_RS17950_1,987,3495
SARI_RS21615_1,382,1355
SARI_RS18165_1,124,452
SARI_RS18160_1,415,1610
SARI_RS21150_1,194,580
SARI_RS21155_1,268,731
SARI_RS18120_1,306,1044
SARI_RS21130_1,865,2807
SARI_RS20435_1,592,2027
SARI_RS18125_1,194,706
SARI_RS17830_1,241,965
SARI_RS21445_1,711,2277
SARI_RS18920_1,333,1179
SARI_RS20450_1,895,2939
SARI_RS20455_1,563,1867
SARI_RS21440_1,538,1820
SARI_RS19440_1,1204,3764
SARI_RS19445_1,668,1906
SARI_RS19460_1,616,1787
SARI_RS19465_1,788,2092
SARI_RS18510_1,1123,3494
SARI_RS20440_1,836,2629
SARI_RS19895_1,1257,4548
SARI_RS16885_1,415,1466
SARI_RS17940_1,556,2036
SBG_RS01410_1,139,473
SBG_RS01430_1,402,1101
SBG_RS01405_1,128,529
SARI_RS22020_1,227,763
SBG_RS01440_1,255,771
SBG_RS04655_1,534,2013
SBG_RS04650_1,481,1940
SCH_RS00165_1,478,1817
SBG_RS14695_1,118,485
SBG_RS14715_1,398,1339
SCH_RS06940_1,739,2492
SCH_RS06945_1,1031,3109
SCH_RS06960_1,668,2176
SCH_RS06965_1,684,2268
SCH_RS00185_1,177,597
SCH_RS11215_1,219,879
SCH_RS10970_1,609,2415
SCH_RS10975_1,629,2377
SCH_RS11230_1,245,1087
SCH_RS03185_1,997,3368
SCH_RS01795_1,189,684
SCH_RS06450_1,258,1002
SCH_RS09845_1,495,1908
SCH_RS06370_1,130,464
SCH_RS00815_1,214,758
SCH_RS00810_1,337,1058
SCH_RS03095_1,838,2789
SCH_RS11190_1,240,894
SCH_RS01465_1,302,1075
SCH_RS01810_1,157,680
SCH_RS06620_1,198,684
SCH_RS06955_1,558,1953
SCH_RS06390_1,210,717
SCH_RS06395_1,208,782
SCH_RS06975_1,992,3085
SCH_RS06970_1,496,1781
SCH_RS01720_1,142,560
SCH_RS10965_1,740,2860
SCH_RS13120_1,1588,5549
SCH_RS01925_1,338,1165
SCH_RS01785_1,416,1483
SCH_RS00550_1,176,670
SCH_RS01885_1,313,1154
SCH_RS05195_1,283,1139
SCH_RS05190_1,609,2190
SCH_RS13540_1,539,1819
SCH_RS10960_1,928,3329
SCH_RS01840_1,273,915
SCH_RS01475_1,181,746
SCH_RS06345_1,771,2613
SCH_RS01805_1,1222,4421
SCH_RS01800_1,547,2000
SCH_RS06635_1,216,846
SCH_RS19220_1,138,510
SCH_RS22890_1,520,1406
SCH_RS22895_1,579,1869
SCH_RS18360_1,593,2269
SCH_RS20065_1,259,884
SCH_RS14100_1,155,529
SCH_RS23750_1,313,1154
SCH_RS23755_1,595,2267
SCH_RS23575_1,301,878
SCH_RS15110_1,386,1225
SCH_RS23105_1,951,3036
SCH_RS23590_1,488,1465
SCH_RS23595_1,188,541
SCH_RS13740_1,171,603
SCH_RS23690_1,531,1917
SCH_RS19215_1,522,1818
SCH_RS23670_1,209,502
SCH_RS23675_1,524,1600
SCH_RS23410_1,145,449
SCH_RS23435_1,112,356
SCH_RS18365_1,587,2059
SCH_RS13650_1,446,1444
SCH_RS13655_1,331,1244
SCH_RS21890_1,592,2414
SCH_RS22720_1,796,3020
SCH_RS23710_1,372,1122
SCH_RS18190_1,182,628
SCH_RS23780_1,572,2020
SCH_RS23275_1,119,376
SCH_RS23625_1,344,1159
SCH_RS18370_1,620,2143
SCH_RS20070_1,192,699
SCH_RS14820_1,493,1514
SCH_RS23760_1,513,1989
SCH_RS14105_1,644,2236
SCH_RS23585_1,958,2642
SCH_RS23580_1,725,1930
SCH_RS22670_1,518,2092
SCH_RS23660_1,1322,3763
